,Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
3441,Startup_3442,HealthTech,2,560845202.74,1982179618.6598933,16,India,2006,129.0
3444,Startup_3445,E-commerce,5,4889212121.87,18887641848.15557,49,India,2019,180.59
3471,Startup_3472,E-commerce,5,892673555.21,2883538773.571025,16,India,2004,95.82
3481,Startup_3482,Blockchain,8,4827883205.45,9917352631.400509,31,India,2019,97.65
3499,Startup_3500,EdTech,4,1239921741.92,4904631491.774445,44,India,2008,170.02
3501,Startup_3502,Blockchain,1,1299167947.89,5918117263.685394,13,India,2020,10.42
3504,Startup_3505,AI,1,2129091297.67,7068769211.653423,21,India,2019,83.74
3508,Startup_3509,AI,3,1439516591.01,4630137593.060593,34,India,2003,105.55
3517,Startup_3518,Biotech,9,2155744251.9,9299142537.14131,5,India,2016,155.36
3526,Startup_3527,SaaS,2,3170591760.31,8975070791.040556,35,India,2010,41.07
3538,Startup_3539,Biotech,10,414775395.29,704036606.3436396,41,India,2004,173.23
3541,Startup_3542,E-commerce,3,822672239.27,1460121423.9765058,41,India,2015,148.15
3551,Startup_3552,AI,6,4349994425.88,21115181699.36641,48,India,2023,130.75
3563,Startup_3564,Biotech,8,4981990265.54,23711599041.76585,16,India,2007,129.66
3572,Startup_3573,HealthTech,1,1324295639.71,6305871701.771661,23,India,2005,8.97
3576,Startup_3577,E-commerce,7,1931651305.72,9106124582.22281,33,India,2007,61.3
3579,Startup_3580,HealthTech,2,4286715236.08,9700004664.993229,21,India,2017,103.38
3584,Startup_3585,Biotech,3,2211873658.57,8917564129.5322,46,India,2005,106.06
3594,Startup_3595,Fintech,9,1542863809.91,3768210637.6189256,4,India,2009,148.86
3638,Startup_3639,E-commerce,9,494692908.1,2028195736.5617008,45,India,2013,7.41
3641,Startup_3642,AI,9,4209953663.97,20939444883.420647,38,India,2020,190.26
3654,Startup_3655,Biotech,10,4016853615.84,13298991057.718098,8,India,2011,66.36
3674,Startup_3675,HealthTech,4,3252613387.21,9228434981.352013,26,India,2005,112.38
3689,Startup_3690,Fintech,4,4847717324.99,11360884863.462294,4,India,2016,88.08
3722,Startup_3723,Fintech,6,4673735598.69,20592438736.504498,44,India,2022,154.28
3725,Startup_3726,HealthTech,5,3758875948.34,6984952664.724383,3,India,2006,14.78
3743,Startup_3744,E-commerce,5,1275150837.85,6180474258.85617,16,India,2004,69.7
3744,Startup_3745,HealthTech,9,4065818830.18,6461433214.43979,24,India,2014,58.51
3748,Startup_3749,SaaS,2,374339437.25,1270498414.5017684,13,India,2019,66.2
3749,Startup_3750,EdTech,1,3373588759.5,10575045280.119955,36,India,2015,49.39
3761,Startup_3762,EdTech,9,4156250282.58,9980666530.312511,15,India,2021,76.21
3764,Startup_3765,HealthTech,9,1910179007.65,4098130754.214546,37,India,2009,5.85
3782,Startup_3783,HealthTech,8,4459946465.98,7458643888.9796915,17,India,2009,107.06
3804,Startup_3805,HealthTech,5,3831011180.06,12797694983.654228,32,India,2003,34.1
3835,Startup_3836,E-commerce,10,1368597488.58,3449613541.295768,5,India,2018,145.75
3855,Startup_3856,EdTech,2,549895958.3,1146457634.6857889,24,India,2012,177.84
3868,Startup_3869,Fintech,10,2291168571.93,6583611826.962175,10,India,2022,138.06
3871,Startup_3872,Fintech,3,4192635815.84,9399197660.548742,46,India,2009,15.14
3880,Startup_3881,E-commerce,4,209011029.26,664759931.2320352,41,India,2013,147.01
3889,Startup_3890,SaaS,4,1772681169.21,3720346181.876483,50,India,2012,94.75
3896,Startup_3897,HealthTech,3,3280223208.55,9413926704.617458,49,India,2017,89.78
3901,Startup_3902,E-commerce,7,3312837063.85,15786661236.937634,40,India,2015,110.73
3910,Startup_3911,AI,4,2980819592.27,10649607458.902369,37,India,2018,185.98
3915,Startup_3916,Biotech,5,2563884327.46,11197268962.808506,38,India,2009,75.34
3917,Startup_3918,Blockchain,2,631132268.8,1687368177.881924,46,India,2000,79.3
3928,Startup_3929,AI,4,1627738214.22,3866776925.645839,46,India,2015,19.13
3943,Startup_3944,AI,7,3206346586.19,10284286638.45566,28,India,2016,146.83
3971,Startup_3972,SaaS,1,2999139334.87,9126519216.319351,45,India,2000,45.55
3973,Startup_3974,Blockchain,4,4581049021.9,13355916301.205473,2,India,2004,96.43
3975,Startup_3976,E-commerce,8,4580234682.55,18780718277.138424,39,India,2001,173.46
3977,Startup_3978,E-commerce,10,2058645492.56,4472341458.358994,48,India,2018,95.04
3988,Startup_3989,Fintech,2,4855644217.0,21456879466.020428,38,India,2020,16.82
3989,Startup_3990,HealthTech,8,2485983543.42,4557758218.714639,33,India,2002,10.77
3998,Startup_3999,HealthTech,10,2946705470.88,5469110514.670637,48,India,2014,19.95
4026,Startup_4027,EdTech,1,1823632413.66,5143735051.21733,47,India,2004,115.98
4032,Startup_4033,E-commerce,2,3927505963.96,18591316212.08108,18,India,2002,24.56
4051,Startup_4052,Fintech,9,832289354.78,4029603832.6846433,47,India,2007,37.94
4053,Startup_4054,HealthTech,6,1625416291.89,7182682102.544568,22,India,2000,196.16
4059,Startup_4060,HealthTech,8,1094867365.04,2130191465.6261835,18,India,2019,123.8
4064,Startup_4065,SaaS,5,1268422613.23,4500267449.117587,39,India,2016,40.51
4078,Startup_4079,Fintech,9,1392087124.59,6241301578.144361,27,India,2019,67.84
4085,Startup_4086,Blockchain,5,2994129739.66,11590982931.28272,37,India,2004,48.24
4104,Startup_4105,Blockchain,2,129825454.94,352847821.0314576,12,India,2012,166.35
4105,Startup_4106,Blockchain,7,726091474.36,3293307856.488964,41,India,2003,103.72
4115,Startup_4116,SaaS,3,2888913326.11,13110401928.56455,37,India,2009,36.8
4116,Startup_4117,HealthTech,6,3943059146.34,12222843382.418709,1,India,2001,170.07
4120,Startup_4121,HealthTech,3,1030152774.61,2254602385.6700463,48,India,2001,47.31
4135,Startup_4136,AI,9,3805917174.94,18905554948.857597,29,India,2007,5.48
4162,Startup_4163,Biotech,10,4741978168.09,15620606597.051826,17,India,2000,40.08
4169,Startup_4170,EdTech,5,2945695374.94,8532032786.366933,2,India,2003,164.69
4177,Startup_4178,HealthTech,8,2697211455.23,6438929459.406762,44,India,2019,132.36
4179,Startup_4180,EdTech,10,4956247513.59,14008461488.621143,43,India,2012,183.27
4184,Startup_4185,EdTech,4,116905768.88,313475036.43849456,33,India,2008,144.5
4188,Startup_4189,E-commerce,9,2302995406.68,10261614486.454073,28,India,2015,11.83
4200,Startup_4201,HealthTech,3,3231379545.41,11557547177.831636,9,India,2017,169.57
4203,Startup_4204,HealthTech,4,2866793419.71,13090910931.767036,14,India,2005,31.45
4246,Startup_4247,Fintech,3,1936701337.29,4723891186.396354,28,India,2014,59.28
4247,Startup_4248,Blockchain,9,2292202252.02,6914065392.427934,22,India,2004,159.59
4249,Startup_4250,Fintech,10,2549772266.64,11293259607.935308,4,India,2019,92.44
4261,Startup_4262,EdTech,2,1704300518.66,5597457689.84087,29,India,2019,91.17
4263,Startup_4264,E-commerce,8,2049363006.58,3078235884.6829305,8,India,2001,25.33
4279,Startup_4280,SaaS,10,4635820841.88,20302063200.36582,23,India,2015,70.35
4283,Startup_4284,EdTech,6,1415453332.4,5619878984.288105,45,India,2006,172.83
4297,Startup_4298,Biotech,6,4304544055.42,21075502594.838837,13,India,2022,16.74
4302,Startup_4303,AI,2,696244942.67,3274458030.6998205,45,India,2016,23.76
4325,Startup_4326,HealthTech,5,1682526849.81,6293432294.174725,28,India,2008,185.54
4340,Startup_4341,HealthTech,2,4377454527.75,21114030075.922104,33,India,2019,46.44
4346,Startup_4347,HealthTech,4,120106776.27,516767741.9591621,29,India,2004,175.23
4367,Startup_4368,Fintech,5,915087746.39,3702762998.9448752,9,India,2014,106.41
4371,Startup_4372,HealthTech,9,2597334040.93,5289916061.382924,9,India,2005,97.42
4391,Startup_4392,SaaS,9,490802070.11,1511114132.7944274,17,India,2011,72.41
4395,Startup_4396,Blockchain,9,3088963610.82,7445987112.128085,20,India,2003,38.02
4396,Startup_4397,Fintech,7,2010479142.39,8969224463.488792,43,India,2006,130.6
4400,Startup_4401,Blockchain,6,4342238201.0,6698662505.22664,11,India,2021,11.63
4401,Startup_4402,EdTech,9,986098539.5,4356471660.198471,30,India,2015,192.63
4403,Startup_4404,Fintech,7,2928877192.86,9186131449.217476,39,India,2003,33.3
4422,Startup_4423,SaaS,9,983522719.93,4695161363.13247,4,India,2007,117.65
4426,Startup_4427,E-commerce,10,3976988277.4,10186058895.062595,2,India,2003,46.25
4431,Startup_4432,SaaS,8,1190238363.29,1979484718.7526104,45,India,2004,115.78
4451,Startup_4452,E-commerce,1,533956265.36,1760589834.6551073,38,India,2013,42.17
4466,Startup_4467,HealthTech,6,4568831281.33,14889996129.51238,19,India,2023,20.62
4475,Startup_4476,Fintech,6,2611696350.43,10139681360.850742,42,India,2011,175.26
4479,Startup_4480,Fintech,10,3318866939.95,11700854065.971617,38,India,2011,69.49
4510,Startup_4511,EdTech,4,4002827123.12,13156456849.929417,35,India,2009,70.19
4514,Startup_4515,SaaS,2,1685610034.4,5032504409.68072,33,India,2017,189.17
4520,Startup_4521,HealthTech,9,3994898813.27,12254740217.264278,22,India,2023,118.49
4524,Startup_4525,Biotech,2,4179956638.34,20086483645.797256,46,India,2003,76.2
4528,Startup_4529,Fintech,7,1808855238.86,4703650622.114818,38,India,2012,117.42
4532,Startup_4533,SaaS,4,3208385750.13,8202755912.905421,10,India,2012,197.72
4534,Startup_4535,Blockchain,8,2804355933.44,5317941690.406263,35,India,2017,13.29
4544,Startup_4545,EdTech,9,2162773601.57,8533869161.505653,14,India,2014,95.22
4545,Startup_4546,EdTech,9,4145843628.7,6971270668.359961,12,India,2022,199.86
4549,Startup_4550,AI,8,2644193423.57,9542957635.667212,19,India,2007,13.18
4554,Startup_4555,Fintech,1,4336325240.54,9272559697.27048,36,India,2005,137.47
4557,Startup_4558,EdTech,1,302923365.28,1065921195.8979284,27,India,2016,128.94
4570,Startup_4571,EdTech,1,2030084484.39,9660626072.215162,4,India,2018,154.76
4573,Startup_4574,AI,6,41086021.98,188915329.7761354,37,India,2021,183.88
4592,Startup_4593,EdTech,8,160265818.39,723796369.64286,9,India,2021,138.82
4603,Startup_4604,Fintech,5,1256649489.7,3460388242.430624,3,India,2001,132.33
4613,Startup_4614,SaaS,2,2060416903.3,7523926580.7705345,21,India,2011,143.43
4617,Startup_4618,Blockchain,1,2675935034.19,12563741084.049553,34,India,2012,187.58
4632,Startup_4633,Blockchain,8,2961400087.56,10957921251.759111,7,India,2011,126.53
4638,Startup_4639,E-commerce,4,3332569932.63,6567269661.467925,23,India,2022,32.28
4640,Startup_4641,SaaS,3,3895309699.18,15989165125.63964,7,India,2000,26.86
4650,Startup_4651,Blockchain,1,3187222783.7,12122191837.79376,17,India,2016,141.54
4656,Startup_4657,Fintech,4,2534637150.33,4668846362.240349,29,India,2004,83.99
4658,Startup_4659,HealthTech,8,2220331215.69,9653418466.145222,11,India,2020,140.35
4683,Startup_4684,HealthTech,4,357313541.29,1769010898.9613438,31,India,2022,70.33
4685,Startup_4686,AI,1,3924514313.73,13027420721.896338,10,India,2016,63.69
4691,Startup_4692,HealthTech,7,1299083841.54,2036576856.0664997,15,India,2000,119.73
4696,Startup_4697,Fintech,5,155842603.68,368965020.1826376,41,India,2015,109.8
4698,Startup_4699,HealthTech,8,1198805770.94,4274360321.765644,20,India,2015,30.24
4706,Startup_4707,AI,7,4950574602.23,8088380178.068474,5,India,2003,82.58
4714,Startup_4715,E-commerce,7,519603362.53,1305812997.7987237,41,India,2010,162.97
4736,Startup_4737,Blockchain,7,3270446646.7,15824075808.791098,27,India,2015,107.89
4751,Startup_4752,SaaS,3,4901005963.15,18975140573.4844,18,India,2002,92.64
4763,Startup_4764,Blockchain,2,4754070573.05,11129240027.028116,36,India,2023,54.24
4767,Startup_4768,HealthTech,4,4205437557.02,10462494753.432762,24,India,2012,129.46
4781,Startup_4782,Blockchain,10,1036152764.44,2502888809.3680634,1,India,2009,177.46
4787,Startup_4788,EdTech,4,4425871855.08,9379902662.593258,26,India,2004,88.14
4790,Startup_4791,Fintech,1,896054268.54,2323533132.183588,44,India,2019,158.55
4815,Startup_4816,EdTech,4,2325834923.19,5332381744.105804,25,India,2011,32.62
4830,Startup_4831,Blockchain,7,3248876618.8,5664329440.611948,45,India,2001,162.1
4836,Startup_4837,AI,7,2673834966.08,9333199244.117048,34,India,2023,32.79
4875,Startup_4876,HealthTech,8,2736803045.66,11175983349.577536,22,India,2022,106.0
4887,Startup_4888,E-commerce,6,2195257869.52,4343067480.904799,3,India,2001,79.08
4899,Startup_4900,HealthTech,1,2331896144.43,6225926464.249447,28,India,2009,11.28
4900,Startup_4901,E-commerce,6,824766241.4,3317076977.414125,47,India,2005,186.54
4931,Startup_4932,SaaS,9,494385692.57,2445768939.82223,17,India,2008,81.48
4939,Startup_4940,SaaS,10,4131750033.79,8032034926.052074,41,India,2011,114.91
4948,Startup_4949,HealthTech,1,3278361650.87,11339404954.444807,8,India,2015,186.86
4957,Startup_4958,Fintech,8,2665958698.05,12106507433.010626,16,India,2005,108.15
4959,Startup_4960,Blockchain,9,686623287.19,2159273442.468547,9,India,2003,95.89
4963,Startup_4964,Biotech,3,1441495461.19,4299271553.669804,33,India,2004,161.03
4972,Startup_4973,HealthTech,2,4163906103.82,9566499232.58657,19,India,2004,40.39
4989,Startup_4990,AI,4,885078152.75,2443569323.396012,21,India,2006,60.98
4998,Startup_4999,SaaS,4,422059213.35,1895497472.6527789,6,India,2017,122.93
