,Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
3222,Startup_3223,Blockchain,2,947435150.47,3827325929.6622753,32,Germany,2018,196.28
3231,Startup_3232,E-commerce,9,3298315214.52,8449031875.403774,22,Germany,2010,108.83
3239,Startup_3240,HealthTech,5,2908280016.9,12193094647.099129,28,Germany,2012,176.54
3255,Startup_3256,SaaS,6,4856145261.53,19913783834.298344,25,Germany,2002,166.29
3275,Startup_3276,E-commerce,1,1105042233.09,1661002027.9824538,43,Germany,2001,127.08
3289,Startup_3290,Fintech,6,636241907.95,2359292561.1183105,20,Germany,2017,114.36
3311,Startup_3312,EdTech,2,332261048.35,1281627192.1549606,36,Germany,2014,113.87
3317,Startup_3318,Biotech,3,4539471653.96,13146725816.321772,26,Germany,2017,125.76
3333,Startup_3334,Fintech,10,3824764453.1,16106449886.037622,30,Germany,2012,76.64
3337,Startup_3338,SaaS,10,4527676631.63,20144742245.78613,5,Germany,2000,132.84
3342,Startup_3343,Biotech,6,1068054182.24,3796974114.8618298,29,Germany,2022,82.98
3345,Startup_3346,E-commerce,7,1840450956.94,5867780875.17043,31,Germany,2009,106.37
3366,Startup_3367,E-commerce,6,1002005972.33,3107073595.326132,47,Germany,2009,152.31
3369,Startup_3370,Biotech,2,46072657.4,111552704.5771112,35,Germany,2021,131.33
3376,Startup_3377,AI,2,2915157931.86,7759457359.813425,13,Germany,2022,116.81
3379,Startup_3380,Fintech,8,3965453155.52,18426703979.902843,49,Germany,2000,120.82
3389,Startup_3390,SaaS,9,2749649455.81,8039100166.772244,22,Germany,2017,184.6
3392,Startup_3393,SaaS,2,937830984.93,3882294841.3560376,26,Germany,2006,90.78
3400,Startup_3401,AI,1,3344807712.36,13004716792.886106,23,Germany,2012,154.31
3403,Startup_3404,HealthTech,7,632483790.2,950943732.5779324,18,Germany,2002,194.02
3422,Startup_3423,HealthTech,8,4833651204.28,13724465656.224216,7,Germany,2019,109.02
3430,Startup_3431,Biotech,3,1709235714.36,5488969888.744573,24,Germany,2005,71.43
3436,Startup_3437,AI,5,2679284343.53,8466900645.957177,42,Germany,2010,26.58
3453,Startup_3454,Biotech,9,4902359000.04,11064883064.387705,28,Germany,2016,195.32
3467,Startup_3468,SaaS,5,492899719.82,1206855904.0255396,9,Germany,2013,52.69
3493,Startup_3494,Blockchain,6,276029829.79,755740261.7470027,4,Germany,2008,186.66
3500,Startup_3501,Fintech,5,3802102219.6,17689114821.975468,20,Germany,2019,103.1
3515,Startup_3516,AI,9,4411779068.81,11758058959.70499,2,Germany,2007,93.66
3516,Startup_3517,Fintech,6,2821037394.86,4645597066.191605,25,Germany,2009,56.39
3521,Startup_3522,E-commerce,8,3664538294.92,5906751365.336185,13,Germany,2010,32.71
3524,Startup_3525,SaaS,2,1088176153.7,3760430798.48334,24,Germany,2020,32.44
3533,Startup_3534,E-commerce,4,2630114425.69,13029748197.738136,13,Germany,2018,96.45
3536,Startup_3537,Biotech,1,1550507197.17,4623443008.801697,30,Germany,2007,152.04
3539,Startup_3540,Blockchain,4,4269357566.2,20390651699.60543,21,Germany,2023,28.48
3560,Startup_3561,Biotech,6,4612193483.86,11787018140.143024,39,Germany,2003,95.43
3566,Startup_3567,AI,2,1262766881.03,4110417548.869805,49,Germany,2021,119.36
3580,Startup_3581,HealthTech,9,3089236089.84,4920181728.615177,14,Germany,2001,127.8
3586,Startup_3587,AI,6,726163805.69,1713861369.0853298,3,Germany,2014,37.38
3589,Startup_3590,EdTech,1,3142073350.79,15291394279.725054,43,Germany,2018,194.98
3602,Startup_3603,EdTech,2,2454060501.0,7106976565.286696,28,Germany,2006,8.93
3603,Startup_3604,Fintech,8,10994178.83,39049414.21103095,3,Germany,2016,160.33
3610,Startup_3611,Blockchain,4,4114542942.82,6645040192.423626,31,Germany,2017,89.49
3628,Startup_3629,Biotech,8,1299322441.52,5379934156.415303,1,Germany,2013,197.72
3636,Startup_3637,SaaS,1,2241294501.05,6838006069.632135,20,Germany,2021,47.9
3644,Startup_3645,Fintech,3,984906913.13,4727308353.769781,46,Germany,2004,15.93
3666,Startup_3667,SaaS,5,4217668533.28,18973687839.65538,2,Germany,2023,46.02
3680,Startup_3681,HealthTech,9,3044204968.24,6911721342.865648,9,Germany,2019,68.08
3681,Startup_3682,Biotech,3,4455934723.93,7298196205.30952,34,Germany,2022,148.21
3696,Startup_3697,Fintech,4,2491172142.57,6072369870.819572,36,Germany,2021,156.96
3697,Startup_3698,E-commerce,2,2212492926.1,9143733189.53877,46,Germany,2014,76.8
3699,Startup_3700,EdTech,5,2309486083.14,5591945571.049543,21,Germany,2001,59.89
3707,Startup_3708,EdTech,6,1167888763.4,5798657479.197681,19,Germany,2019,59.83
3718,Startup_3719,Blockchain,10,2709463554.07,8339262774.8764,1,Germany,2019,18.52
3750,Startup_3751,Fintech,1,1172907888.46,4775665144.393962,4,Germany,2013,99.93
3762,Startup_3763,Blockchain,4,1035471799.2,3314359556.194869,30,Germany,2019,39.59
3785,Startup_3786,E-commerce,6,4997830902.86,19495881135.07117,7,Germany,2020,131.4
3808,Startup_3809,E-commerce,3,4313570028.38,10921076515.02179,40,Germany,2014,199.66
3812,Startup_3813,HealthTech,3,61951257.44,170702383.16509655,39,Germany,2003,124.07
3815,Startup_3816,E-commerce,10,879349412.34,4057168580.108529,19,Germany,2019,28.3
3817,Startup_3818,E-commerce,5,4787061152.89,17422113849.539825,6,Germany,2023,190.41
3818,Startup_3819,SaaS,10,1387548574.17,5539976247.984545,45,Germany,2011,152.29
3843,Startup_3844,HealthTech,2,1651203721.74,4814783258.695253,29,Germany,2008,95.83
3844,Startup_3845,EdTech,1,2952921510.23,12805073217.496445,27,Germany,2019,168.37
3848,Startup_3849,Fintech,3,4811347008.74,15325896475.39198,6,Germany,2005,125.11
3850,Startup_3851,Blockchain,7,88032794.09,231982360.8056245,8,Germany,2015,78.53
3851,Startup_3852,Biotech,4,3056244103.81,14983032917.80215,2,Germany,2005,85.39
3859,Startup_3860,Blockchain,2,1473607004.6,4604493492.10447,13,Germany,2020,108.41
3921,Startup_3922,AI,6,3160674242.88,14605621771.142628,22,Germany,2003,152.23
3930,Startup_3931,SaaS,6,636761943.25,2042788264.4051552,40,Germany,2000,14.61
3931,Startup_3932,Biotech,4,815457030.44,1518228978.6220078,39,Germany,2013,132.79
3934,Startup_3935,Biotech,10,4752195477.08,13503027998.944555,43,Germany,2023,114.55
3952,Startup_3953,HealthTech,3,2969199902.38,7145145338.996621,10,Germany,2002,161.6
3967,Startup_3968,AI,3,1318795847.94,2155408976.971355,27,Germany,2004,167.96
3982,Startup_3983,SaaS,9,3420151122.32,16196670185.99515,16,Germany,2007,65.81
3995,Startup_3996,SaaS,4,2410895557.66,3842509366.274427,8,Germany,2021,43.91
4010,Startup_4011,AI,6,4934122641.79,23745165396.612022,50,Germany,2009,67.4
4036,Startup_4037,E-commerce,5,3884101470.66,5831543667.797997,40,Germany,2015,139.1
4038,Startup_4039,HealthTech,8,4785704213.07,16454362733.156662,42,Germany,2006,20.06
4057,Startup_4058,E-commerce,3,2559617216.78,9153249049.104103,6,Germany,2012,144.1
4058,Startup_4059,Blockchain,9,942954583.73,3250292959.080768,35,Germany,2014,198.81
4092,Startup_4093,E-commerce,6,3860584512.87,6984793477.486179,18,Germany,2005,71.14
4114,Startup_4115,Fintech,3,4856133021.76,22493002680.25748,7,Germany,2007,82.57
4118,Startup_4119,HealthTech,2,265590584.99,1152698658.1994586,39,Germany,2021,6.18
4119,Startup_4120,E-commerce,4,1111074753.23,4001961832.140507,21,Germany,2014,135.1
4124,Startup_4125,E-commerce,10,2525184571.61,9266565019.00263,6,Germany,2023,65.6
4133,Startup_4134,Fintech,2,1016616328.44,2338281968.680529,35,Germany,2011,165.08
4151,Startup_4152,AI,6,595309734.99,1699664170.2657585,47,Germany,2017,51.06
4161,Startup_4162,AI,8,1325575202.15,5114072308.044324,47,Germany,2006,82.73
4171,Startup_4172,HealthTech,10,190629160.48,572333466.3467902,16,Germany,2021,132.35
4172,Startup_4173,Biotech,9,3727165159.46,11798486672.08941,9,Germany,2021,106.31
4180,Startup_4181,Fintech,4,1211121089.74,2671995451.5029564,16,Germany,2005,92.17
4190,Startup_4191,SaaS,4,1628194774.32,2706550326.0510807,21,Germany,2018,150.76
4192,Startup_4193,AI,4,2388495879.02,9198524423.278788,29,Germany,2005,158.93
4195,Startup_4196,SaaS,9,299724010.42,1360255663.0236666,8,Germany,2020,130.6
4201,Startup_4202,Blockchain,5,2741284947.38,5585528411.971331,24,Germany,2012,198.65
4208,Startup_4209,Fintech,6,193665171.14,951858548.1481684,12,Germany,2011,180.34
4212,Startup_4213,EdTech,1,2555104349.62,5378097223.393688,2,Germany,2012,63.19
4213,Startup_4214,Blockchain,8,2742562833.44,5406452681.938994,42,Germany,2022,83.28
4226,Startup_4227,SaaS,6,3051570139.22,13028067469.875765,10,Germany,2001,197.13
4227,Startup_4228,E-commerce,1,2158580364.18,5717215077.416298,34,Germany,2009,44.81
4233,Startup_4234,SaaS,4,4118758056.35,18165157376.05267,7,Germany,2000,41.3
4250,Startup_4251,Biotech,1,159560762.7,783435199.5947973,5,Germany,2022,115.48
4262,Startup_4263,Blockchain,3,1043477117.26,3276174760.582803,45,Germany,2023,63.92
4264,Startup_4265,Biotech,3,3569702786.03,6998155500.609072,39,Germany,2015,88.04
4265,Startup_4266,EdTech,8,4836665103.96,14004253831.042313,48,Germany,2000,128.04
4267,Startup_4268,Blockchain,9,2647711216.85,12530840114.90303,3,Germany,2011,18.71
4268,Startup_4269,HealthTech,8,847722335.1,2518120782.088843,4,Germany,2007,75.27
4276,Startup_4277,AI,8,1186720021.87,4276166426.414243,22,Germany,2022,112.72
4291,Startup_4292,Biotech,4,865802564.25,2619459163.550909,6,Germany,2019,116.55
4296,Startup_4297,EdTech,2,4046330939.54,20122141978.1198,6,Germany,2010,110.33
4303,Startup_4304,Blockchain,3,2697064367.58,11310074286.171654,26,Germany,2010,130.52
4311,Startup_4312,EdTech,5,1290140811.02,6196839030.381013,27,Germany,2013,183.81
4318,Startup_4319,HealthTech,10,4678425794.12,15241017600.125284,17,Germany,2004,178.56
4352,Startup_4353,Fintech,5,679044271.95,3304459789.762596,38,Germany,2017,8.85
4376,Startup_4377,EdTech,9,2997401710.86,11100653242.836617,41,Germany,2001,49.64
4402,Startup_4403,Biotech,3,103089509.83,215981222.57251623,48,Germany,2021,191.56
4409,Startup_4410,EdTech,1,1201321677.23,4616507374.19076,44,Germany,2004,13.65
4418,Startup_4419,E-commerce,4,3579084024.65,17346319749.725407,49,Germany,2001,32.27
4423,Startup_4424,SaaS,2,2164992634.93,9093053438.618896,5,Germany,2009,75.76
4425,Startup_4426,AI,5,1505618258.77,6558932665.61865,13,Germany,2021,186.5
4433,Startup_4434,Fintech,5,1530675376.36,2538581323.443348,25,Germany,2010,84.82
4443,Startup_4444,SaaS,5,4173780286.92,13844483382.152466,14,Germany,2022,165.13
4447,Startup_4448,EdTech,2,294346543.01,1232210397.3849626,26,Germany,2005,198.77
4455,Startup_4456,EdTech,5,714990115.8,3529956018.6123414,19,Germany,2004,63.04
4465,Startup_4466,AI,3,1769156121.68,5315668789.234776,15,Germany,2023,46.67
4471,Startup_4472,AI,3,2882869170.78,12765162994.122805,36,Germany,2013,74.59
4485,Startup_4486,E-commerce,4,2391613871.21,6283256115.257311,43,Germany,2018,51.94
4486,Startup_4487,HealthTech,5,1168946607.46,4621744114.16031,20,Germany,2009,168.2
4503,Startup_4504,EdTech,2,1634868427.3,7710066692.499087,7,Germany,2021,103.23
4507,Startup_4508,EdTech,6,898716519.2,2759713990.2383094,44,Germany,2008,66.55
4523,Startup_4524,Blockchain,10,3438434889.86,12966796022.044476,29,Germany,2010,154.58
4527,Startup_4528,AI,8,1827745753.22,3142136296.268339,47,Germany,2016,10.99
4550,Startup_4551,Biotech,7,106220514.99,343083829.34829015,13,Germany,2009,161.88
4564,Startup_4565,SaaS,3,759950187.94,1331811899.2821407,40,Germany,2017,182.38
4565,Startup_4566,EdTech,2,1083279501.01,3412802184.5920177,16,Germany,2011,141.0
4572,Startup_4573,SaaS,4,2177197522.83,6946840490.573579,28,Germany,2005,76.51
4574,Startup_4575,Biotech,2,4716860221.32,15116870440.062893,29,Germany,2015,32.47
4579,Startup_4580,Blockchain,3,500323940.65,2143660403.2678127,46,Germany,2013,192.37
4584,Startup_4585,E-commerce,4,4647574540.62,19783289652.82428,21,Germany,2006,168.61
4604,Startup_4605,AI,8,2621964648.74,4206370354.892765,14,Germany,2004,141.53
4630,Startup_4631,EdTech,8,4819873737.76,21490398111.30061,21,Germany,2011,174.14
4642,Startup_4643,Biotech,9,4889301818.78,16310238425.43254,30,Germany,2018,7.47
4645,Startup_4646,Biotech,3,3765991080.64,12070072316.60548,14,Germany,2014,90.29
4648,Startup_4649,SaaS,1,4579349991.17,12458001821.60839,44,Germany,2008,39.82
4653,Startup_4654,E-commerce,5,3355737048.11,11477301932.423063,14,Germany,2021,92.03
4655,Startup_4656,AI,4,2054244681.66,7654717864.788502,11,Germany,2013,92.65
4663,Startup_4664,Fintech,7,3900198467.02,18433447159.86152,23,Germany,2020,184.93
4667,Startup_4668,EdTech,4,2336976673.0,3990133464.600835,5,Germany,2014,178.48
4670,Startup_4671,Blockchain,6,1272719338.26,4381897065.800338,31,Germany,2016,148.19
4677,Startup_4678,Blockchain,1,2031872289.14,8960134426.6732,44,Germany,2007,187.47
4700,Startup_4701,Blockchain,6,3987972789.85,15672911837.859585,45,Germany,2007,185.28
4709,Startup_4710,Fintech,4,1793876961.95,5931006413.782364,25,Germany,2004,177.21
4716,Startup_4717,AI,9,2313574339.54,10523485733.793776,8,Germany,2016,177.34
4726,Startup_4727,AI,7,3238545594.05,8289845377.951682,16,Germany,2011,123.97
4731,Startup_4732,SaaS,2,4074062199.07,15057772173.932611,18,Germany,2001,167.68
4769,Startup_4770,Biotech,8,2126639027.81,10493421878.309566,5,Germany,2016,184.76
4772,Startup_4773,EdTech,9,2972615025.7,4839664440.477612,21,Germany,2013,10.69
4796,Startup_4797,HealthTech,10,3580862284.77,5652328151.152411,46,Germany,2010,177.87
4801,Startup_4802,AI,8,3071511832.22,11241991671.859398,30,Germany,2008,96.04
4805,Startup_4806,SaaS,7,1168093337.66,2900020683.046917,11,Germany,2018,47.4
4813,Startup_4814,SaaS,4,2403657479.51,7980146559.578667,50,Germany,2013,52.89
4853,Startup_4854,Blockchain,1,340522412.15,1464078621.5572052,42,Germany,2020,108.09
4858,Startup_4859,Blockchain,3,1073406085.11,2669613737.300323,34,Germany,2000,169.18
4860,Startup_4861,Fintech,8,2449620279.37,4528728084.318187,4,Germany,2012,165.12
4863,Startup_4864,Biotech,4,499755249.23,935227209.1798416,14,Germany,2010,189.09
4885,Startup_4886,Blockchain,4,3248408918.99,13246766382.88132,14,Germany,2000,128.02
4897,Startup_4898,SaaS,6,117827134.05,368846224.72240126,29,Germany,2018,6.6
4904,Startup_4905,EdTech,10,3882739982.64,10779845334.15614,15,Germany,2021,45.88
4905,Startup_4906,E-commerce,2,401426900.35,1647859606.708599,3,Germany,2011,121.48
4919,Startup_4920,AI,4,1243882882.53,4657395122.82618,29,Germany,2005,78.04
4920,Startup_4921,SaaS,9,2613675357.42,6498869592.72866,12,Germany,2002,90.09
4921,Startup_4922,Blockchain,10,3842334007.17,17995885215.744717,33,Germany,2010,57.97
4926,Startup_4927,E-commerce,5,1620636195.12,6371710979.016345,1,Germany,2008,176.77
4935,Startup_4936,EdTech,9,3328270322.58,11965580602.084017,45,Germany,2015,103.79
4943,Startup_4944,EdTech,8,3498225311.59,15685348079.644665,7,Germany,2003,97.16
4944,Startup_4945,Biotech,8,1355370596.08,6335645181.431418,30,Germany,2005,83.08
4945,Startup_4946,Fintech,6,3298701737.6,5592256223.93973,30,Germany,2017,103.16
4967,Startup_4968,AI,2,3825606740.25,8423458458.581406,38,Germany,2019,136.87
4978,Startup_4979,E-commerce,5,3491106575.68,11230021474.573582,23,Germany,2010,87.6
4987,Startup_4988,Blockchain,10,1021335359.06,2853268357.74631,33,Germany,2008,26.72
4992,Startup_4993,E-commerce,7,2670459424.67,7375608083.904254,25,Germany,2000,129.92
4995,Startup_4996,EdTech,5,4015770563.31,12123456834.954782,29,Germany,2002,64.08
