,Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
3344,Startup_3345,HealthTech,9,319910998.76,987236766.9542974,50,China,2003,69.16
3355,Startup_3356,E-commerce,7,4741345306.76,15778359728.176674,37,China,2013,55.0
3358,Startup_3359,Fintech,5,528851623.2,1291129451.3381393,1,China,2008,153.44
3373,Startup_3374,HealthTech,3,2460508478.14,4888415227.700553,49,China,2015,67.64
3377,Startup_3378,Fintech,4,704665826.78,1128167138.3434997,3,China,2018,130.15
3390,Startup_3391,E-commerce,3,4594809904.15,14420722988.263796,24,China,2002,158.89
3416,Startup_3417,AI,3,4621775411.32,11148890455.242022,13,China,2000,73.54
3427,Startup_3428,EdTech,9,1095325031.25,2300413302.9227066,45,China,2000,50.72
3438,Startup_3439,E-commerce,10,4082610160.43,17536501460.72122,46,China,2003,59.75
3442,Startup_3443,HealthTech,2,3786101485.18,7437444786.743463,10,China,2022,164.28
3445,Startup_3446,SaaS,7,2847477332.91,12595652734.622871,31,China,2021,96.42
3462,Startup_3463,Biotech,8,4181238989.37,16968029119.165218,50,China,2010,112.51
3464,Startup_3465,Blockchain,2,767812621.72,1808603944.147647,33,China,2003,164.36
3472,Startup_3473,SaaS,6,212645359.7,1023157019.690748,9,China,2005,8.61
3484,Startup_3485,Blockchain,10,1726225086.49,7560689043.290528,13,China,2009,198.66
3485,Startup_3486,EdTech,9,4774369922.96,10329343283.416151,27,China,2020,47.84
3491,Startup_3492,HealthTech,3,1510100481.45,5263127070.803944,24,China,2020,20.53
3498,Startup_3499,E-commerce,9,2237067418.09,8440126984.611678,25,China,2010,16.25
3506,Startup_3507,HealthTech,7,315977284.09,591672197.4298518,29,China,2019,65.3
3509,Startup_3510,E-commerce,2,3013710009.99,11111281706.598028,34,China,2011,14.58
3522,Startup_3523,Biotech,6,3905741799.46,14428868912.66848,18,China,2009,59.77
3540,Startup_3541,Biotech,4,4756514120.32,13102331532.524786,9,China,2009,170.51
3545,Startup_3546,EdTech,3,1800421658.46,3360960234.344557,16,China,2010,29.69
3556,Startup_3557,Blockchain,4,3890441447.21,9437466246.733437,50,China,2017,175.64
3577,Startup_3578,Fintech,2,1949590744.84,8898982012.537914,9,China,2002,191.38
3590,Startup_3591,Blockchain,5,1279704279.08,4442827057.623878,46,China,2023,7.44
3599,Startup_3600,AI,8,2750455768.64,10143209811.082432,8,China,2001,178.82
3605,Startup_3606,Blockchain,8,2622203068.67,7517258545.311302,27,China,2011,77.06
3613,Startup_3614,Fintech,10,1042553440.88,4221182590.391788,15,China,2023,113.31
3618,Startup_3619,EdTech,9,2116838558.97,3692608843.388234,8,China,2010,87.95
3635,Startup_3636,AI,8,2610171539.83,6387601831.016027,25,China,2021,147.61
3637,Startup_3638,HealthTech,7,1484715324.81,3826105991.915445,42,China,2012,112.7
3646,Startup_3647,Blockchain,10,4422216764.93,17614311431.54414,25,China,2001,112.58
3649,Startup_3650,Blockchain,9,1017694870.6,2223798728.6866784,41,China,2012,33.29
3656,Startup_3657,Blockchain,3,2085815245.2,3288876464.1183567,28,China,2001,37.24
3668,Startup_3669,Biotech,6,4168705627.29,9426331888.870651,36,China,2008,174.5
3678,Startup_3679,Biotech,9,2125795125.61,6568795202.708694,5,China,2017,174.82
3694,Startup_3695,EdTech,4,4800150584.01,23253644728.84357,4,China,2001,21.02
3701,Startup_3702,EdTech,9,2141729048.97,7571194756.824562,10,China,2022,40.81
3704,Startup_3705,Fintech,7,1373696750.05,6087769057.656692,42,China,2011,78.68
3705,Startup_3706,SaaS,10,704589310.13,2041365182.7294168,15,China,2022,135.51
3720,Startup_3721,Fintech,7,3435841033.92,12605049791.462206,15,China,2021,159.74
3721,Startup_3722,HealthTech,2,2197416836.08,6927618741.293283,49,China,2015,141.76
3723,Startup_3724,HealthTech,7,3921340627.44,17950489103.688187,48,China,2018,191.4
3729,Startup_3730,AI,5,3191866310.09,10714923041.892874,27,China,2003,164.32
3730,Startup_3731,HealthTech,10,3350717668.85,5467661929.5799885,35,China,2002,92.89
3738,Startup_3739,AI,4,3371515293.99,6917222003.338431,23,China,2020,157.31
3754,Startup_3755,Fintech,8,2486376048.78,8684619181.579416,18,China,2018,119.47
3777,Startup_3778,HealthTech,3,4092772050.69,8972187285.356377,5,China,2021,108.68
3801,Startup_3802,E-commerce,2,1916695081.29,6913128837.920022,26,China,2014,87.3
3806,Startup_3807,Blockchain,7,2639784933.38,6489442295.820831,28,China,2021,194.76
3816,Startup_3817,EdTech,4,1795170861.81,6614763345.807986,19,China,2000,55.2
3819,Startup_3820,Fintech,4,2808215870.9,12398463544.7074,27,China,2010,106.02
3837,Startup_3838,HealthTech,8,476079964.6,1957676603.458128,18,China,2019,196.44
3838,Startup_3839,HealthTech,1,2081920825.64,6122722151.326229,41,China,2015,103.38
3839,Startup_3840,Biotech,7,4528784030.96,7423204974.169297,15,China,2012,82.28
3840,Startup_3841,Fintech,7,1296601450.31,5937043287.4887705,1,China,2005,45.7
3841,Startup_3842,AI,5,23756435.77,62690091.9532441,49,China,2008,197.48
3846,Startup_3847,Blockchain,4,4190431490.38,19716168670.31844,43,China,2015,120.2
3853,Startup_3854,AI,5,3467811894.68,7582656560.604021,44,China,2009,42.42
3854,Startup_3855,SaaS,3,3692565769.38,11534861917.307878,26,China,2022,25.34
3856,Startup_3857,Biotech,5,4110534353.61,19662435945.04541,49,China,2012,6.8
3877,Startup_3878,Biotech,10,3760022682.72,18462356936.886044,24,China,2019,55.87
3885,Startup_3886,Biotech,2,3880333233.83,14380276388.235556,30,China,2008,53.28
3916,Startup_3917,EdTech,9,3260788244.69,11810562301.288298,10,China,2002,196.07
3937,Startup_3938,EdTech,1,11836004.56,21880888.639472872,13,China,2001,186.99
3939,Startup_3940,AI,2,3413488366.57,7378141568.85908,15,China,2012,77.79
3951,Startup_3952,Fintech,7,3540666574.21,8526109742.737084,27,China,2016,132.33
3958,Startup_3959,SaaS,9,3599655471.22,7545730474.478947,10,China,2019,136.09
4008,Startup_4009,AI,5,128208834.39,398934150.2971828,47,China,2020,24.42
4014,Startup_4015,SaaS,5,662528479.74,2031016617.182518,14,China,2014,118.5
4028,Startup_4029,Biotech,3,3368372179.28,14886313588.755816,4,China,2023,34.02
4029,Startup_4030,Blockchain,8,3982655259.36,19232029778.67842,2,China,2002,165.9
4033,Startup_4034,EdTech,4,4901890866.83,12131552174.761171,16,China,2000,103.02
4046,Startup_4047,Fintech,2,4346044935.29,15436548519.61977,28,China,2002,52.5
4049,Startup_4050,HealthTech,10,4350395902.67,13830075144.915243,3,China,2012,5.59
4067,Startup_4068,Biotech,8,78705150.78,123834645.6965576,6,China,2002,12.18
4076,Startup_4077,Blockchain,6,785836474.23,1812648482.928666,44,China,2017,174.71
4123,Startup_4124,E-commerce,8,1609808461.91,4360984275.672947,38,China,2020,55.96
4132,Startup_4133,Fintech,7,3882628149.56,8438039368.744542,13,China,2005,131.29
4147,Startup_4148,E-commerce,1,542524014.02,1098144201.0326183,23,China,2003,5.98
4150,Startup_4151,Fintech,2,1363160644.99,6237582793.687614,32,China,2008,34.4
4155,Startup_4156,Blockchain,7,3378218337.95,9929372996.586288,41,China,2011,139.27
4159,Startup_4160,Fintech,6,4057931026.76,17036249679.313047,26,China,2016,24.65
4164,Startup_4165,Blockchain,2,4103419976.6,9609756954.733915,34,China,2005,168.89
4168,Startup_4169,E-commerce,2,2185713214.41,4099487608.575134,18,China,2008,124.07
4175,Startup_4176,E-commerce,10,2570390079.49,8250383141.622547,26,China,2011,78.55
4187,Startup_4188,Fintech,4,1183377006.05,3185529060.1599736,10,China,2020,10.83
4197,Startup_4198,Biotech,9,3816003383.48,11829383475.485771,36,China,2008,171.14
4204,Startup_4205,Blockchain,1,784612272.62,3024051670.29849,8,China,2013,54.48
4209,Startup_4210,E-commerce,3,2797457927.13,10925967295.933018,37,China,2021,65.31
4217,Startup_4218,EdTech,10,1783519723.99,6675932413.030497,11,China,2013,168.82
4220,Startup_4221,E-commerce,7,1769881829.58,5849041898.90966,36,China,2013,154.76
4235,Startup_4236,SaaS,8,3560205281.69,6840101438.01748,43,China,2022,29.53
4241,Startup_4242,Fintech,10,2805061385.28,9119185334.021809,49,China,2016,109.97
4244,Startup_4245,AI,5,3258075499.28,11124456130.621515,22,China,2018,149.67
4255,Startup_4256,EdTech,10,4290981261.07,10959344182.185144,17,China,2019,51.03
4260,Startup_4261,AI,3,3379576695.63,15530263322.702663,31,China,2009,46.12
4278,Startup_4279,HealthTech,10,2469681580.4,4667562657.034359,10,China,2014,143.52
4299,Startup_4300,HealthTech,5,3682005051.13,16122039814.971426,33,China,2023,189.19
4306,Startup_4307,AI,6,2371633814.26,8931508874.424805,40,China,2011,29.46
4321,Startup_4322,Blockchain,5,2607495660.06,6271681626.635335,50,China,2007,170.15
4341,Startup_4342,Biotech,9,3399515847.28,9095552885.505608,45,China,2014,126.74
4353,Startup_4354,Blockchain,6,2985054924.28,12754969864.415274,21,China,2010,33.48
4354,Startup_4355,SaaS,3,122582028.42,496389499.3229232,38,China,2017,142.32
4363,Startup_4364,Fintech,4,4813018669.77,22538466976.96705,19,China,2012,100.93
4373,Startup_4374,Biotech,1,4415403910.65,14433340385.455725,15,China,2021,172.4
4383,Startup_4384,SaaS,4,4414437692.18,7177649055.99389,40,China,2010,174.11
4387,Startup_4388,Biotech,7,4767807347.93,21230216402.64403,2,China,2020,138.82
4393,Startup_4394,Fintech,9,980582092.56,2683702961.933645,44,China,2015,39.5
4415,Startup_4416,Biotech,3,1617392447.71,7356202070.126891,26,China,2018,7.28
4417,Startup_4418,Fintech,9,2528936133.98,6302849625.924881,15,China,2019,109.08
4424,Startup_4425,E-commerce,3,4064807707.94,13951366910.553007,3,China,2006,110.58
4428,Startup_4429,E-commerce,7,3007252053.48,7708492796.984165,43,China,2005,43.41
4434,Startup_4435,HealthTech,7,3435509910.35,5752348231.901908,46,China,2000,47.96
4450,Startup_4451,EdTech,2,1005170950.2,1578035376.5786428,30,China,2002,153.9
4467,Startup_4468,Fintech,4,2904613224.65,4720982894.453552,44,China,2021,139.48
4468,Startup_4469,Blockchain,3,1016209248.28,4812681433.776516,37,China,2022,103.58
4470,Startup_4471,SaaS,9,1062036187.33,3162918578.1945887,41,China,2004,151.61
4472,Startup_4473,SaaS,7,1820079675.85,6585016095.540175,19,China,2001,109.12
4474,Startup_4475,AI,5,4831207632.43,15083861701.02825,21,China,2013,30.49
4513,Startup_4514,EdTech,10,4336253101.7,18446002629.39326,8,China,2021,79.19
4531,Startup_4532,SaaS,6,1713102858.39,4800700402.024292,34,China,2021,98.21
4538,Startup_4539,Fintech,1,2552382745.89,6017448200.317575,18,China,2020,39.87
4547,Startup_4548,Biotech,1,227238976.39,855265837.5660344,50,China,2018,20.1
4548,Startup_4549,HealthTech,8,3223336592.29,5185430745.26633,49,China,2019,61.34
4558,Startup_4559,Blockchain,10,2526090955.85,3951220023.819233,17,China,2023,81.22
4571,Startup_4572,E-commerce,6,4495072295.9,19544808675.735542,21,China,2022,88.74
4595,Startup_4596,Biotech,7,3568755362.37,9886904093.993462,46,China,2015,179.86
4598,Startup_4599,Biotech,4,1023324316.72,4783134975.030006,27,China,2012,144.32
4602,Startup_4603,HealthTech,9,2127044822.45,4708809784.308511,3,China,2000,17.68
4607,Startup_4608,AI,5,2670238116.55,11721977034.783344,7,China,2020,144.93
4621,Startup_4622,Blockchain,7,2129048730.22,8555824978.926737,16,China,2019,82.24
4626,Startup_4627,E-commerce,3,941289895.09,2138614790.479851,48,China,2019,162.75
4678,Startup_4679,Blockchain,6,664895021.42,1114169991.8574076,39,China,2006,95.94
4682,Startup_4683,Fintech,5,4543618089.01,19378061284.749256,22,China,2017,23.9
4694,Startup_4695,EdTech,6,2399720064.67,9350296490.59612,23,China,2021,113.33
4704,Startup_4705,Fintech,6,4443599501.03,20709427699.049023,7,China,2022,173.68
4707,Startup_4708,Blockchain,7,3915259813.36,14133305781.925877,21,China,2012,163.27
4728,Startup_4729,E-commerce,5,3942308577.72,19630332296.86917,26,China,2019,72.87
4729,Startup_4730,Blockchain,9,2549341489.49,11841603258.030266,9,China,2014,189.4
4733,Startup_4734,EdTech,8,2219359557.98,4863780243.624575,32,China,2022,191.31
4737,Startup_4738,Biotech,10,451250947.57,1938973162.9768703,10,China,2002,100.36
4745,Startup_4746,Biotech,1,4822004213.0,10759882434.478037,19,China,2013,128.02
4755,Startup_4756,Fintech,8,1168464015.61,4003599510.2719526,11,China,2019,179.59
4760,Startup_4761,Blockchain,9,1509369049.32,3215203894.009305,38,China,2022,72.1
4766,Startup_4767,Fintech,1,155150580.59,531420050.1246326,15,China,2017,29.13
4774,Startup_4775,SaaS,10,594257763.12,2769861447.891049,34,China,2023,51.3
4775,Startup_4776,E-commerce,4,3975097291.77,9150654095.348877,35,China,2005,191.61
4793,Startup_4794,Biotech,8,2495854801.32,5851899158.537963,17,China,2008,173.5
4798,Startup_4799,SaaS,10,2519184601.32,4199810893.408664,24,China,2018,59.85
4806,Startup_4807,SaaS,10,4074246628.86,19780658975.584347,9,China,2004,67.45
4814,Startup_4815,Biotech,5,1279457059.3,6361366486.946462,43,China,2015,189.57
4826,Startup_4827,SaaS,9,921955698.55,2179684021.2760234,10,China,2020,192.35
4844,Startup_4845,E-commerce,10,4676475783.54,18354992436.791023,7,China,2015,9.18
4874,Startup_4875,E-commerce,2,4055428769.0,14687661401.967224,33,China,2007,171.48
4880,Startup_4881,Fintech,6,2896488037.79,10477512977.202175,21,China,2018,98.63
4884,Startup_4885,EdTech,9,4875123360.67,19482869144.891567,6,China,2016,152.1
4892,Startup_4893,Fintech,7,148107405.2,308346645.96616906,35,China,2008,33.79
4902,Startup_4903,EdTech,8,3075575974.6,9967417108.994778,41,China,2023,41.76
4906,Startup_4907,Blockchain,8,1253277498.42,3564964858.295396,15,China,2015,158.4
4911,Startup_4912,Fintech,5,1529344829.56,4285982058.636907,45,China,2007,124.36
4949,Startup_4950,SaaS,3,2357822602.76,10204611030.406927,17,China,2009,74.09
4950,Startup_4951,SaaS,9,2094096679.12,8227737954.2289715,4,China,2022,182.97
4953,Startup_4954,SaaS,1,3427395989.68,11199249905.34972,1,China,2016,153.43
4964,Startup_4965,SaaS,5,3415240007.32,12691893394.79172,48,China,2000,66.73
4968,Startup_4969,SaaS,9,2859714191.59,4534557755.774535,7,China,2000,155.28
4970,Startup_4971,HealthTech,4,4903345082.88,14657768288.991144,48,China,2008,87.53
4984,Startup_4985,HealthTech,8,2752838395.92,5766950402.329124,28,China,2008,163.94
4986,Startup_4987,E-commerce,7,1056003749.53,2496026140.090351,46,China,2017,61.98
