,Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
3322,Startup_3323,Blockchain,9,281261701.88,622250038.2426893,17,USA,2022,149.86
3346,Startup_3347,Fintech,5,285824550.2,1092226974.7551386,48,USA,2013,95.01
3351,Startup_3352,Biotech,1,2356239266.84,4687876015.499898,35,USA,2008,44.46
3359,Startup_3360,HealthTech,7,4675642586.24,9467703124.790676,46,USA,2011,171.98
3368,Startup_3369,Blockchain,2,4288445008.18,6458515314.325181,14,USA,2004,115.76
3380,Startup_3381,HealthTech,9,3239091832.26,11470826917.277338,29,USA,2023,142.25
3395,Startup_3396,Blockchain,7,3540397669.98,6677547637.608995,26,USA,2006,161.21
3405,Startup_3406,AI,6,4096530091.76,12732232164.238,40,USA,2015,170.4
3406,Startup_3407,Blockchain,6,3250087135.62,8144841572.261799,42,USA,2011,184.85
3410,Startup_3411,Biotech,9,2164220005.9,7360820486.299374,37,USA,2003,113.03
3411,Startup_3412,EdTech,1,3527140855.04,16838370671.677765,46,USA,2008,126.74
3421,Startup_3422,HealthTech,6,4919477736.79,22685141453.667725,32,USA,2016,53.53
3424,Startup_3425,EdTech,10,2273196946.41,8375375539.341386,39,USA,2023,188.85
3439,Startup_3440,HealthTech,3,3355269664.88,11191515810.927874,45,USA,2019,110.66
3450,Startup_3451,Blockchain,5,2473856701.49,6106120441.733237,13,USA,2011,80.61
3466,Startup_3467,AI,1,468346415.14,1954102609.882593,4,USA,2018,184.1
3470,Startup_3471,SaaS,3,4923539963.48,23334952669.307716,40,USA,2008,105.89
3488,Startup_3489,Fintech,7,671231324.05,2192073308.6930594,30,USA,2001,95.11
3490,Startup_3491,AI,1,3388060863.96,13003029739.401093,46,USA,2011,125.16
3505,Startup_3506,HealthTech,9,2552058053.78,7050944165.450939,11,USA,2016,183.21
3511,Startup_3512,EdTech,9,1190978264.72,4102116013.999781,43,USA,2004,158.95
3518,Startup_3519,Biotech,1,3060568685.93,7519031275.308656,41,USA,2022,109.94
3527,Startup_3528,Biotech,9,4669921769.64,12143979684.058022,26,USA,2018,23.97
3557,Startup_3558,SaaS,2,1167952492.78,4331711614.487657,22,USA,2009,48.71
3558,Startup_3559,HealthTech,1,880355684.74,3838146282.404504,29,USA,2003,74.29
3571,Startup_3572,Biotech,10,1145589471.54,4000004061.8197536,34,USA,2015,179.76
3573,Startup_3574,SaaS,5,1946408950.29,6646023745.732765,36,USA,2008,24.49
3574,Startup_3575,Fintech,3,2884206360.6,13722329958.703873,48,USA,2006,194.92
3587,Startup_3588,AI,6,147550940.39,345051453.12133366,11,USA,2019,137.85
3598,Startup_3599,Blockchain,4,3665109580.54,6113365733.295163,22,USA,2013,29.61
3630,Startup_3631,EdTech,7,1833108612.77,6827002250.577073,27,USA,2000,193.58
3647,Startup_3648,Fintech,2,3223956203.97,14775699336.101295,5,USA,2018,162.31
3648,Startup_3649,EdTech,6,4899664849.33,17702834750.14453,6,USA,2013,115.86
3651,Startup_3652,SaaS,5,2206483036.39,5559942539.366801,10,USA,2007,38.69
3659,Startup_3660,HealthTech,2,1688777441.95,4329733177.981533,5,USA,2016,98.29
3663,Startup_3664,HealthTech,10,424157314.1,822196800.5604191,45,USA,2020,53.12
3719,Startup_3720,Blockchain,9,4277038285.89,19996649747.84539,39,USA,2009,166.32
3724,Startup_3725,AI,4,3723143041.22,16424720121.059835,13,USA,2009,103.61
3726,Startup_3727,Biotech,3,666600384.14,1100837799.9561963,44,USA,2020,191.01
3727,Startup_3728,Blockchain,3,2974666031.73,14755029726.988585,43,USA,2023,42.13
3733,Startup_3734,HealthTech,7,1738116354.58,6746146833.253443,31,USA,2021,83.95
3734,Startup_3735,SaaS,10,654949455.68,2391839300.719767,44,USA,2001,54.39
3765,Startup_3766,E-commerce,7,4858311553.02,22609690679.856293,42,USA,2010,80.03
3772,Startup_3773,Blockchain,4,1484038132.4,4075112094.886647,6,USA,2016,148.32
3773,Startup_3774,EdTech,9,1814021222.31,2729885955.77859,22,USA,2001,40.86
3775,Startup_3776,AI,2,1892350897.9,8038209765.505919,41,USA,2007,169.85
3790,Startup_3791,HealthTech,9,70014270.58,110782218.89073966,3,USA,2009,23.95
3793,Startup_3794,Fintech,10,261208256.87,1286747789.1804469,44,USA,2001,186.17
3795,Startup_3796,SaaS,3,3684661191.03,14683945534.240396,50,USA,2018,170.2
3805,Startup_3806,Blockchain,2,4275107422.41,19418177114.52831,29,USA,2015,83.92
3809,Startup_3810,Blockchain,6,3463788163.22,11311905593.210524,38,USA,2023,33.93
3820,Startup_3821,Fintech,1,31622459.96,103104860.8527094,6,USA,2023,31.88
3830,Startup_3831,HealthTech,5,1375105180.31,4440838381.171248,25,USA,2011,77.11
3875,Startup_3876,Biotech,6,1216650620.14,4218590186.277213,35,USA,2009,159.3
3894,Startup_3895,EdTech,1,1349822912.98,2742770864.46918,20,USA,2023,177.98
3895,Startup_3896,Biotech,1,4498311085.88,16665066971.419868,33,USA,2023,33.43
3897,Startup_3898,HealthTech,5,2015777167.47,10003621931.51422,38,USA,2013,65.61
3904,Startup_3905,E-commerce,10,30618585.63,134826900.1385222,4,USA,2001,39.67
3906,Startup_3907,Biotech,1,3400830710.37,14091168103.957844,28,USA,2016,126.65
3918,Startup_3919,Fintech,6,1659110191.37,5543559032.173201,46,USA,2009,198.95
3925,Startup_3926,SaaS,6,4042674249.33,6821929693.539128,5,USA,2002,177.68
3926,Startup_3927,HealthTech,1,2438156496.69,6058677862.711667,17,USA,2017,33.8
3935,Startup_3936,HealthTech,7,3356666555.55,14234858839.128874,35,USA,2014,183.77
3954,Startup_3955,AI,10,2000848698.51,9578149505.888529,19,USA,2017,121.63
3963,Startup_3964,Biotech,3,1403365513.19,2426548173.11702,32,USA,2018,52.87
3970,Startup_3971,AI,10,3216537788.43,5827626011.221421,35,USA,2015,126.89
3978,Startup_3979,HealthTech,10,1167274843.68,3023861639.8631554,33,USA,2008,158.32
3980,Startup_3981,E-commerce,9,4495124994.55,8911256597.785336,25,USA,2019,78.16
3984,Startup_3985,E-commerce,5,65355754.66,107529392.83078606,13,USA,2007,109.83
3986,Startup_3987,HealthTech,9,3794923840.96,17838567188.851624,10,USA,2008,141.78
3992,Startup_3993,E-commerce,2,4676260050.6,14733771161.25926,41,USA,2004,122.76
4002,Startup_4003,Biotech,6,3961764456.59,10442611794.565186,33,USA,2004,141.06
4015,Startup_4016,Blockchain,9,3045034545.78,8032731805.705046,25,USA,2010,118.14
4024,Startup_4025,AI,7,1133873551.2,5294126254.759209,21,USA,2013,17.56
4034,Startup_4035,HealthTech,5,1412615077.83,3177862050.57768,44,USA,2002,87.43
4039,Startup_4040,AI,2,4544153981.85,21344746426.03408,48,USA,2017,92.91
4043,Startup_4044,Fintech,10,773300678.68,3001216454.50116,30,USA,2023,163.07
4060,Startup_4061,Blockchain,7,3814830890.21,6511198381.474517,28,USA,2022,105.05
4069,Startup_4070,E-commerce,8,3822732710.99,7768027330.097255,1,USA,2012,168.84
4082,Startup_4083,Fintech,7,481476719.69,2055593432.3301327,27,USA,2013,189.61
4083,Startup_4084,Fintech,5,4282935493.22,16636487745.581722,37,USA,2015,139.77
4088,Startup_4089,E-commerce,2,931412345.68,1594401836.370085,7,USA,2017,140.17
4095,Startup_4096,Biotech,1,3468506225.33,13734301046.76214,1,USA,2011,8.3
4103,Startup_4104,Blockchain,1,3371425771.49,11382325918.532806,41,USA,2022,168.28
4107,Startup_4108,SaaS,7,4000466345.92,6893374738.0147,19,USA,2001,18.08
4117,Startup_4118,Biotech,4,616644786.17,3000660149.4193406,37,USA,2004,116.96
4129,Startup_4130,Blockchain,1,1191144698.12,5515021547.910457,10,USA,2017,114.68
4142,Startup_4143,Biotech,3,1662575295.19,7637585644.099897,45,USA,2009,41.52
4156,Startup_4157,Biotech,5,4237842075.96,9142199377.398005,24,USA,2010,86.86
4178,Startup_4179,Blockchain,8,4878333832.21,23134059444.681145,7,USA,2020,100.67
4196,Startup_4197,Fintech,6,1369349572.02,5188903839.690982,26,USA,2010,100.8
4199,Startup_4200,Blockchain,9,1692995563.38,7943168367.780643,35,USA,2016,143.99
4207,Startup_4208,E-commerce,9,2550366304.79,11918315920.745293,16,USA,2008,168.76
4211,Startup_4212,SaaS,4,3568122937.06,12816715930.12284,31,USA,2017,101.57
4214,Startup_4215,Blockchain,1,4225346227.46,9393722109.673582,7,USA,2020,179.44
4218,Startup_4219,SaaS,7,2651969170.17,7775326838.986801,50,USA,2014,172.84
4236,Startup_4237,E-commerce,5,4056436354.35,7085243591.498367,13,USA,2019,126.45
4240,Startup_4241,EdTech,3,3289396459.49,14407295989.243029,8,USA,2001,106.83
4252,Startup_4253,AI,5,4445995076.97,16366431631.29372,30,USA,2007,173.18
4254,Startup_4255,Blockchain,4,103645302.66,278975748.13994086,6,USA,2001,124.88
4275,Startup_4276,SaaS,6,4293347976.12,15808441646.864916,37,USA,2016,157.21
4277,Startup_4278,HealthTech,1,3164048872.88,6968905046.721084,21,USA,2001,124.42
4307,Startup_4308,AI,1,994903737.83,2292626681.873699,33,USA,2000,50.73
4308,Startup_4309,E-commerce,2,3418639321.09,16897222608.678476,34,USA,2020,15.97
4313,Startup_4314,AI,1,146415500.68,409149699.4438264,8,USA,2005,5.6
4319,Startup_4320,HealthTech,7,4327229202.67,15999107786.779251,48,USA,2019,24.11
4326,Startup_4327,HealthTech,7,1427228674.81,3639850313.396262,3,USA,2023,160.47
4332,Startup_4333,Fintech,9,2541475984.33,10029021063.828438,22,USA,2014,136.52
4333,Startup_4334,E-commerce,3,1040973815.59,5057151138.475126,22,USA,2003,194.01
4334,Startup_4335,AI,3,2152467655.16,4779640545.91273,27,USA,2016,75.12
4344,Startup_4345,E-commerce,7,430909269.34,1623735374.314369,37,USA,2010,98.04
4355,Startup_4356,EdTech,3,4147351666.14,7545019140.232847,32,USA,2007,73.71
4360,Startup_4361,Blockchain,9,746504159.11,3445198007.432778,36,USA,2012,108.76
4361,Startup_4362,AI,8,3801251750.53,11513755961.70125,50,USA,2000,185.93
4362,Startup_4363,Blockchain,6,2400066947.26,5420829752.346412,34,USA,2002,153.15
4365,Startup_4366,AI,4,572845983.87,2262032436.461532,24,USA,2021,110.91
4366,Startup_4367,AI,3,1721129200.56,4673278971.5460615,9,USA,2015,155.87
4374,Startup_4375,HealthTech,2,3199590307.82,8265196729.277331,5,USA,2004,80.55
4380,Startup_4381,Biotech,7,2306907343.3,3950542194.658463,8,USA,2008,28.97
4382,Startup_4383,Blockchain,4,4876706218.58,21681586697.56075,5,USA,2005,192.54
4384,Startup_4385,SaaS,6,4827026701.08,7972768360.591056,7,USA,2006,165.43
4388,Startup_4389,SaaS,1,713125806.52,2979562736.937017,27,USA,2004,72.99
4399,Startup_4400,Biotech,3,4584580792.82,13681082659.27274,21,USA,2008,50.46
4405,Startup_4406,Biotech,7,1401948210.54,2862505116.255598,47,USA,2019,17.76
4407,Startup_4408,AI,8,3574843731.09,9297980442.065945,2,USA,2004,30.34
4420,Startup_4421,AI,5,1363879703.65,5657362463.589142,23,USA,2017,85.68
4457,Startup_4458,E-commerce,7,4319605997.72,6919281992.226602,45,USA,2022,34.63
4458,Startup_4459,HealthTech,8,2158114565.84,7145918901.017425,32,USA,2001,159.29
4463,Startup_4464,E-commerce,1,143512116.29,279412017.16814107,39,USA,2016,26.03
4476,Startup_4477,Blockchain,9,4105149424.75,7934674120.198024,31,USA,2018,33.64
4477,Startup_4478,Blockchain,2,2699316481.36,4520969449.900947,49,USA,2012,103.42
4483,Startup_4484,E-commerce,4,4772256328.49,7496140146.970528,32,USA,2023,42.36
4491,Startup_4492,E-commerce,6,191881749.6,425109028.9263118,47,USA,2018,118.46
4500,Startup_4501,EdTech,1,2712448941.67,10439928170.012444,4,USA,2002,109.15
4505,Startup_4506,E-commerce,7,930297215.75,2477920630.6002693,25,USA,2003,196.5
4515,Startup_4516,SaaS,8,937416484.37,3197189634.7982936,35,USA,2005,101.15
4517,Startup_4518,Biotech,8,3060594034.48,12722948016.938356,21,USA,2014,105.33
4526,Startup_4527,Fintech,1,2742939618.03,13059281851.23409,44,USA,2007,11.71
4575,Startup_4576,E-commerce,6,335831110.7,1033182727.1656468,40,USA,2015,40.28
4581,Startup_4582,Fintech,3,1994005672.91,3631991298.317218,37,USA,2013,20.8
4588,Startup_4589,HealthTech,3,2613604541.87,5639670935.448745,32,USA,2016,192.96
4589,Startup_4590,AI,1,4632538668.29,11027591372.092035,18,USA,2013,189.41
4597,Startup_4598,E-commerce,2,3695816303.88,12989358817.309538,6,USA,2007,192.87
4601,Startup_4602,AI,1,2683674262.98,9700078818.821484,34,USA,2012,191.15
4614,Startup_4615,SaaS,10,1210388183.94,3461138444.2148767,20,USA,2015,158.01
4637,Startup_4638,E-commerce,7,4976992560.63,22946315941.679897,41,USA,2017,67.37
4649,Startup_4650,Fintech,4,1659033427.71,4627259648.192556,18,USA,2006,114.36
4657,Startup_4658,Biotech,5,3015700988.0,5614384275.42638,11,USA,2012,11.74
4660,Startup_4661,EdTech,6,4752544516.85,19597244392.54718,36,USA,2012,21.27
4672,Startup_4673,Blockchain,5,1017825533.8,5013615865.531296,6,USA,2008,151.18
4680,Startup_4681,HealthTech,5,3967999546.25,11957300099.958109,7,USA,2001,185.16
4688,Startup_4689,AI,3,3099565039.71,6006419619.210843,37,USA,2001,14.73
4690,Startup_4691,EdTech,3,3419631628.01,16433973413.37912,7,USA,2003,8.2
4718,Startup_4719,E-commerce,4,1617471000.45,4689268060.180173,18,USA,2000,123.53
4725,Startup_4726,AI,5,1330737177.08,3505588577.152683,6,USA,2023,122.01
4741,Startup_4742,E-commerce,7,4051782763.91,13159169142.966871,45,USA,2004,185.82
4783,Startup_4784,HealthTech,1,2106665421.8,7387037915.340572,23,USA,2000,165.26
4791,Startup_4792,AI,7,1932802874.72,6063712778.752439,10,USA,2005,120.56
4797,Startup_4798,Biotech,3,2907398402.4,6970451510.610259,30,USA,2008,151.4
4804,Startup_4805,HealthTech,3,3472717214.23,8314526360.266001,40,USA,2012,166.68
4808,Startup_4809,AI,3,1174200941.42,5568271215.807584,18,USA,2016,26.62
4812,Startup_4813,Fintech,1,152524028.49,704528164.1512766,27,USA,2005,123.81
4820,Startup_4821,Fintech,4,647131237.95,1051870836.5570912,26,USA,2011,69.69
4838,Startup_4839,Biotech,3,679401438.53,1398228691.1294694,29,USA,2017,75.4
4845,Startup_4846,AI,1,188110602.85,340183203.2737387,48,USA,2003,188.01
4846,Startup_4847,E-commerce,7,79606007.29,269081111.3204645,45,USA,2001,121.93
4861,Startup_4862,Blockchain,5,3709473713.77,5978479440.258057,18,USA,2015,185.72
4862,Startup_4863,E-commerce,1,3493404661.44,9502815802.137238,33,USA,2012,121.34
4866,Startup_4867,SaaS,3,996490832.42,1937268218.3540332,25,USA,2019,7.64
4871,Startup_4872,Fintech,3,1456383944.62,6789628948.99576,23,USA,2011,69.25
4873,Startup_4874,SaaS,2,2718855444.6,9301295897.803753,19,USA,2003,63.14
4893,Startup_4894,SaaS,9,1893612174.19,3511849329.6755924,45,USA,2014,153.36
4907,Startup_4908,Fintech,1,3597401403.68,7405993499.497567,27,USA,2014,34.7
4910,Startup_4911,AI,3,3143770508.86,6788986633.407625,20,USA,2014,159.05
4915,Startup_4916,Blockchain,1,1395758983.83,6485710907.938479,1,USA,2011,98.87
4916,Startup_4917,Fintech,5,868448936.29,2527606939.622556,37,USA,2012,138.34
4928,Startup_4929,Fintech,1,333114672.45,995004072.0804224,40,USA,2004,105.08
4934,Startup_4935,Biotech,10,2170147970.82,9581630202.403858,32,USA,2013,77.99
4936,Startup_4937,SaaS,9,2747921274.91,10190527818.90026,44,USA,2021,150.28
4965,Startup_4966,E-commerce,7,2699874672.14,9230460786.524769,42,USA,2000,186.5
4966,Startup_4967,Biotech,5,2655194793.33,8950374471.906784,32,USA,2007,37.87
4979,Startup_4980,AI,1,407353357.32,806443432.6118402,45,USA,2004,75.18
4991,Startup_4992,EdTech,4,3533600510.75,6796659176.145382,44,USA,2011,83.03
4994,Startup_4995,E-commerce,4,1259038195.13,2371520284.17426,34,USA,2000,106.79
4999,Startup_5000,Biotech,5,1208766602.64,2265635198.775511,8,USA,2010,71.09
